id,name,material_type_concatenated,surface_type,transparency_type,from_orton_cone,to_orton_cone,SiO2_percent_mol,Al2O3_percent_mol,B2O3_percent_mol,Li2O_percent_mol,K2O_percent_mol,Na2O_percent_mol,KNaO_percent_mol,BeO_percent_mol,MgO_percent_mol,CaO_percent_mol,SrO_percent_mol,BaO_percent_mol,ZnO_percent_mol,PbO_percent_mol,P2O5_percent_mol,F_percent_mol,V2O5_percent_mol,Cr2O3_percent_mol,MnO_percent_mol,MnO2_percent_mol,FeO_percent_mol,Fe2O3_percent_mol,CoO_percent_mol,NiO_percent_mol,CuO_percent_mol,Cu2O_percent_mol,CdO_percent_mol,TiO2_percent_mol,ZrO_percent_mol,ZrO2_percent_mol,SnO2_percent_mol
142,Blue Dark Gloss,Blue,Glossy,,10,10,71.9096,8.6243,0,0,1.5588,3.4053,4.9641,0,0.038,13.4574,0,0,0,0,0,0,0,0,0,0,0,0.4217,0.585,0,0,0,0,0,0,0,0
143,Blue Dark Shiny,Blue,Glossy,,9,9,72.1635,7.8494,0,0,2.0001,3.7006,5.7007,0,0.0974,10.5725,0,0,0,0,0,0,0,0,0,0,0,0.0376,1.3877,0,2.1374,0,0,0.0539,0,0,0
144,Blue Dunham,Blue,Glossy,Semi-opaque,9,10,67.3191,7.2717,0,0,3.4921,1.524,5.0161,0,0.0506,8.8547,5.6933,0,0,0,0.0089,0,0,0,0,0,0,2.0635,0,0,0.2267,0,0,3.4954,0,0,0
145,Blue Emily's,Matte - Magnesium Matte,Satin - Matte,Opaque,8,8,63.766,6.6628,4.542,0,2.5174,1.8865,4.4039,0,10.5269,6.539,0,0,0,0,0.0083,0,0,0,0,0,0,0.1152,1.7375,0,0,0,0,0.171,0,1.5274,0
150,Blue green Satin Mat Clemson U,Green,Satin - Matte,,9,10,62.4898,10.8094,0,0,3.3909,1.4746,4.8655,0,0.0754,15.5567,0,0,0,0,0.0276,0,0,0,0,0,0,0.3672,0.652,0,0,0,0,5.1563,0,0,0
152,Hennessy Blue Celadon,Iron - Celadon - Blue,Glossy,Transparent,9,10,72.1032,7.9076,0,0,3.2659,1.579,4.8449,0,1.4847,12.8272,0,0,0,0,0,0,0,0,0,0,0,0.8295,0,0,0,0,0,0.0028,0,0,0
156,Blue Les's,Blue,Glossy,Transparent,10,10,69.5647,7.5706,0,0,2.1258,1.0063,3.1321,0,0.1353,18.5729,0,0,0,0,0,0,0,0,0,0,0,0.5658,0.2288,0,0,0,0,0.2299,0,0,0
157,Blue Limestone,Blue,Glossy - Semi,,10,10,67.072,7.5102,0,0,4.694,0.0666,4.7606,0,0.0682,13.0184,0,1.662,0,0,0,0,0,0,0,0,0,0.2335,1.092,0,0.8853,0,0,3.6978,0,0,0
158,Blue lithium,Blue,Glossy - Semi,Opaque,10,9,49.4314,4.6158,0,7.3422,0,7.8468,7.8468,0,0,4.2991,0,0,0,0,1.2897,23.1641,0,0,0,0,0,0,0,0,2.0109,0,0,0,0,0,0
159,Jeff's Long Beach Blue,Blue,Satin,,9,10,61.9694,12.2083,0,0,4.942,2.2462,7.1882,0,0.0316,14.4357,0,0,0,0,0.0226,0,0,0,0,0,0,0.2674,0.5488,0,0,0,0,3.3279,0,0,0
160,Blue Matt Davidson,Blue,Matte,Opaque,9,10,60.0229,11.9989,0,0,7.6478,0.0801,7.7279,0,0.1643,19.2683,0,0,0,0,0,0,0,0,0,0,0,0.1141,0.455,0,0,0,0,0.2485,0,0,0
162,Blue Moceri Matt,Blue,Matte,Opaque,9,10,60.94,13.6223,0,2.2285,2.4332,7.8382,10.2713,0,0.2181,0.6597,10.3828,0,0,0,0.0105,0,0,0,0,0,0,0.0937,0,0,1.5459,0,0,0.0272,0,0,0
163,Blue New,Blue,Glossy,,9,10,72.7255,7.239,0,0,2.3971,1.1034,3.5005,0,1.9704,13.1173,0,0,0,0,0.0162,0,0,0,0,0,0,0.3306,0.2896,0,0,0,0,0.8109,0,0,0
164,Blue Nickel Horie,Matte,Matte,Semi-opaque,10,10,50.5291,7.4421,0,0,3.7133,1.6905,5.4038,0,0.0115,0.201,0,18.0906,16.4563,0,0.0082,0,0,0,0,0,0,0.0431,0,1.7932,0,0,0,0.0213,0,0,0
165,Blue Opal,Blue,,,10,10,67.1149,7.008,0,0,1.1648,3.7707,4.9355,0,6.2858,8.6014,0,0,2.0576,0,0,0,0,0,0,0,0,0.2224,0,0,0,0,0,3.7744,0,0,0
167,Blue Pablo's,Blue,Glossy,,9,10,60.9758,6.4543,3.561,0,3.6741,2.185,5.8591,0,3.0476,13.9624,0,0,3.3184,0,0.0096,0,0,0,0,0,0,0.0694,0.5662,0,0.4278,0,0,0.4031,0,0,1.3452
168,blue Pale,Blue,Glossy,,10,10,57.4964,10.7565,0,0,2.0456,6.4763,8.5219,0,0.1448,0.5398,0,15.9609,0,0,0,0,0,0,0,0,0,0.3248,1.4206,0,0,0,0,4.8343,0,0,0
169,Blue Peacock,Matte - Magnesium Matte,Satin - Matte,,9,10,66.7377,6.466,3.1118,0,2.6872,1.6783,4.3654,0,10.8676,7.8607,0,0,0,0,0.0168,0,0,0.2216,0,0,0,0.0616,0.2518,0,0,0,0,0.039,0,0,0
170,Blue Periwinkle Kelli's,Blue,Glossy,Transparent,10,10,73.6087,8.0441,0,0,3.3769,1.697,5.0739,0,0.0181,12.8618,0,0,0,0,0.013,0,0,0,0,0,0,0.0493,0.2974,0,0,0,0,0.0337,0,0,0
171,Blue Persimmon,Blue,Glossy,Opaque,10,10,69.4301,8.9201,0,0,5.402,2.4508,7.8529,0,0.1606,10.0915,0,0,0,0,0,0,0,0,0,0,0,0.9769,0.2758,0,0,0,0,2.2922,0,0,0
172,Val Cushing Blue Persimmon Glossy,Blue,Glossy,,9,10,70.3314,8.2473,0,0,4.8502,2.5307,7.381,0,0.0987,10.738,0,0,0,0,0,0,0,0,0,0,0,0.9735,0,0,0,0,0,2.23,0,0,0
173,Val Cushing V.C. Blue Rev Rich Matte KG,Blue,Satin - Matte,,10,10,61.9177,11.8004,0.5793,0,3.1907,1.5382,4.7289,0,8.7681,10.8343,0,0,0,0,0.0355,0,0,0.1238,0,0.3761,0,0.1118,0.6326,0,0,0,0,0.0915,0,0,0
174,Blue Robin's Egg Spot,Blue,Satin - Matte,Opaque,10,10,52.5706,8.5191,0,0,4.1675,1.9811,6.1486,0,0.1296,8.5584,7.9145,0,7.0378,0,0.4952,0,0,0,0,0,0,0.5108,0.6337,0,0,0,0,7.4818,0,0,0
175,Blue Royal,Blue,Matte,Opaque,10,10,64.3259,10.4698,0,0,3.156,1.4636,4.6196,0,0.076,12.3339,2.5624,0,0,0,0.0273,0,0,0,0,0,0,0.1059,1.146,0,0,0,0,4.3332,0,0,0
178,Blue Rutile Jillian's Crazy,Blue,Glossy,Semi-opaque,10,10,64.4669,7.7345,0,0,3.1325,1.4537,4.5862,0,0.053,15.1289,0,0,2.6682,0,0.0137,0,0,0,0,0,0,0.3422,0,0,0,0,0,5.0065,0,0,0
179,Blue Satin,Blue,Satin - Matte,Opaque,9,10,62.7174,10.9604,1.0512,0,3.1483,1.5495,4.6979,0,7.6733,11.9601,0.013,0,0,0,0.0301,0,0,0.0737,0,0.1867,0,0.0928,0.4653,0,0,0,0,0.0783,0,0,0
180,Blue Satin Batman from Byron Temple,Blue,,,8,10,67.6478,13.3068,0,0,7.2315,0.0917,7.3231,0,4.7704,5.905,0,0,0,0,0.0066,0,0,0,0,0,0,0.1421,0.6089,0,0,0,0,0.2892,0,0,0
181,Blue Stable,Blue,Glossy,,9,10,71.3465,9.3494,0,0,2.6998,1.1782,3.8781,0,0.1396,14.2432,0,0,0,0,0.0137,0,0,0,0,0,0,0.1117,0.743,0,0,0,0,0.1749,0,0,0
184,Blue Textured 2,Blue,Glossy - Semi,Opaque,10,10,64.0208,10.3964,0,0,3.1691,1.4363,4.6054,0,0.0385,12.4335,2.5814,0,0,0,0.0275,0,0,0,0,0,0,0.3038,1.632,0,0,0,0,3.9605,0,0,0
187,V&O Light Blue,Iron - Celadon - Blue,Glossy,Transparent,9,10,72.9843,8.9166,0,0,2.3275,0.9906,3.3181,0,0.1028,14.1853,0,0,0,0,0.0259,0,0,0,0.1045,0,0,0.2767,0,0,0,0,0,0.0858,0,0,0
192,Val Cushing V.C. Blue Rich Matte,Blue,Satin - Matte,,9,10,60.8872,12.2385,0.579,0,3.4441,1.5903,5.0343,0,8.8015,11.0913,0,0,0,0,0.0355,0,0,0.1237,0,0.3759,0,0.1092,0.6324,0,0,0,0,0.0914,0,0,0
193,Blue water,Blue,Glossy - Semi,,9,10,70.0894,7.9528,0,0,3.0816,1.4323,4.5139,0,3.1305,12.7647,0,0,0,0,0,0,0,0.4574,0,0,0,0.5616,0.3606,0,0,0,0,0.1691,0,0,0
196,"Blue, St. John's",Salt & Soda,Glossy,Semi-opaque,9,12,73.1212,7.79,1.0063,0,3.5634,1.867,5.4304,0,0.3731,6.7636,0,0,2.4089,0,0.0018,0,0,0,0,0,0,1.2692,1.6284,0,0,0,0,0.2072,0,0,0
197,Val Cushing V.C. Blue-Green AA Copper,Green - Copper,Matte,Opaque,9,10,53.8793,11.0419,0,0,1.6332,1.8554,3.4886,0,0.1596,26.7258,0,0,0,0,0.0275,0,0,0,0,0,0,0.1135,0,0,2.4327,0,0,0.1368,0,0,1.9944
201,Bronze Chinese,Matte,,,10,10,57.3038,10.6491,0,0,1.8816,5.8647,7.7463,0,0.159,0.5077,0,16.8998,0,0,0,0,0,0,0,0,0,1.6163,0,0,0.696,0,0,4.4221,0,0,0
202,Bronze Gold,Specialty - Metallic,,Opaque,8,10,50.2544,6.663,0,0,1.7317,0.2573,1.9889,0,1.5467,0.1965,0,0,0,0,0.0599,0,0,0,0,28.9452,0,1.725,4.0084,0,4.0449,0,0,0.5671,0,0,0
203,Reynold's Gold Metallic,Specialty - Metallic,Matte,Opaque,6,10,50.2504,6.6644,0,0,1.7331,0.2574,1.9904,0,1.5479,0.1966,0,0,0,0,0.06,0,0,0,0,28.9829,0,1.7264,3.9886,0,4.0249,0,0,0.5674,0,0,0
205,Bronze Manganese Saturated,Specialty - Metallic,,Opaque,10,10,73.4333,12.178,0,0,10.6962,0,10.6962,0,0.872,2.427,0,0,0,0,0,0,0,0,0,0,0,0.3936,0,0,0,0,0,0,0,0,0
206,Bronze metallic Larry's,Specialty - Metallic,,Opaque,9,9,49.1356,6.5224,0,0,1.6991,0.2521,1.9512,0,1.5177,0.1925,0,0,0,0,0.0588,0,0,0,0,28.1925,0,1.6928,5.1873,0,4.9935,0,0,0.5558,0,0,0
207,Brown soft SG-21 Aysha Peltz,Matte - Magnesium Matte,Satin - Matte,Semi-opaque,9,10,56.1266,10.2839,0,0,1.613,3.4414,5.0545,0,6.5424,15.1557,0,0,0,0,0.0218,0,0,0,6.6939,0,0,0.0645,0,0,0,0,0,0.0567,0,0,0
210,Brown Steel - Chung,Salt & Soda,,,10,10,68.5419,14.3821,0.4983,1.5807,2.2872,7.3353,9.6226,0,0.3471,4.3172,0,0,0,0,0.0009,0,0,0,0,0,0,0.6299,0,0,0,0,0,0.0794,0,0,0
211,Buckwheat,Matte - Magnesium Matte,Satin - Matte,Opaque,7,7,63.57,7.9758,0,0,5.9025,0,5.9025,0,5.7173,11.83,0,0.9994,0,0,0,0,0,0,0,0,0,3.1275,0,0.8775,0,0,0,0,0,0,0
212,Buttermilk,"White, Off-White",,,10,11,64.4842,5.284,2.6533,0,3.4843,0.4449,3.9292,0,10.0325,10.7211,0,0,0,0,0.0048,0,0,0,0,0,0,0.0173,0,0,0,0,0,0.0086,0,2.8649,0
213,Buttermilk revised,"White, Off-White",,,9,10,61.1209,5.0672,3.3056,0,2.2512,1.6149,3.8661,0,11.2918,11.3588,0,0,0,0,0.0133,0,0,0,0,0,0,0.0508,0,0,0,0,0,0.0296,0,3.8958,0
214,Celadon,Iron - Celadon,Satin,,10,10,66.4636,6.5826,0,0,5.3156,0,5.3156,0,0,10.7005,0,0,10.5135,0,0,0,0,0,0,0,0,0.4242,0,0,0,0,0,0,0,0,0
217,Celadon 4321,Iron - Celadon,Glossy,Transparent,10,10,71.8608,7.926,0,0,5.1176,0,5.1176,0,0,14.2483,0,0,0,0,0,0,0,0,0,0,0,0.8473,0,0,0,0,0,0,0,0,0
218,Celadon 202.2 Blue-Grey,Iron - Celadon - Blue,Glossy,Transparent,8,8,69.2634,7.4711,0,0.9561,1.0072,3.2147,4.2219,0,4.7457,9.7903,0,2.131,0,0,0.0128,0,0,0,0,0,0,0.0919,0.1474,0,1.1351,0,0,0.0334,0,0,0
220,Celadon Blue Green V&O,Iron - Celadon - Blue,Glossy,Transparent,9,10,72.8993,9.0632,0,0,2.3025,0.9993,3.3018,0,0.0635,14.3037,0,0,0,0,0.0261,0,0,0,0,0,0,0.2746,0,0,0,0,0,0.0679,0,0,0
221,Celadon Blue-Sam Chung,Iron - Celadon - Blue,Glossy,Translucent,10,10,70.9226,7.6646,3.3021,0,1.5883,3.8859,5.4742,0,0.8448,9.3661,0,1.6305,0,0,0.0059,0,0,0,0.0953,0,0,0.2371,0,0,0,0,0,0.0297,0,0,0.4272
222,Celadon Blue-Sam Chung no GB,Iron - Celadon - Blue,Glossy,Translucent,10,10,69.2813,6.5493,5.0553,0,0.9985,4.6282,5.6267,0,0.7827,10.8757,0,1.59,0,0,0,0,0,0,0.0269,0,0,0.0713,0,0,0,0,0,0.0048,0,0,0.1358
223,Celadon C10R H House Revised,Iron - Celadon,Glossy,,10,10,74.5487,7.4024,0,0,1.8595,0.8066,2.6661,0,4.9396,9.8856,0,0,0,0,0.0227,0,0,0,0,0,0,0.476,0,0,0,0,0,0.0589,0,0,0
224,Tom Coleman Celadon Revised,Iron - Celadon,Glossy,,10,10,81.4692,6.9511,0,0,3.4787,1.5186,4.9973,0,0.0484,0.4435,5.9871,0,0,0,0.0073,0,0,0,0,0,0,0.0771,0,0,0,0,0,0.0191,0,0,0
225,Celadon C9R Beherens Revised,Iron - Celadon,Glossy,,9,9,75.3782,5.1749,0,7.6984,0.0517,0.0155,0.0673,0,0.0362,10.6449,0,0,0,0,0.0259,0,0,0,0,0,0,0.9071,0,0,0,0,0,0.0673,0,0,0
226,Celadon Choy Blue,Iron - Celadon - Blue,Glossy,Translucent,10,10,70.7292,8.4863,0,0,1.9629,4.2668,6.2297,0,0.0554,5.8646,0,6.3366,0,0,0.0056,0,0,0,0,0,0,0.9502,0,0,0,0,0,0.0146,0,0,1.3278
227,Celadon Choy Blue UF,Iron - Celadon - Blue,Glossy,Transparent,10,10,73.5499,8.0037,0,0,4.0905,1.9272,6.0177,0,0.083,4.9334,6.3973,0,0,0,0,0,0,0,0,0,0,0.952,0,0,0,0,0,0.0631,0,0,0
229,Tom Coleman Apple Green Celadon,Iron - Celadon,,,10,10,72.6853,8.2827,0,0,5.6216,0.0081,5.6296,0,0.0188,12.8554,0,0,0,0,0.0134,0,0,0.1175,0,0,0,0.3622,0,0,0,0,0,0.0349,0,0,0
230,Tom Coleman Ice Blue Celadon,Iron - Celadon,Glossy,,10,10,79.6096,7.8688,0,0,6.1156,0,6.1156,0,0,0,0,5.9982,0,0,0,0,0,0,0,0,0,0.4079,0,0,0,0,0,0,0,0,0
231,Celadon Fake Blue,Iron - Celadon,Glossy,Opaque,9,11,55.796,11.3875,0,0,2.2062,7.0939,9.3001,0,8.1458,8.4829,0,0,0,0,0,0,0,0,0,0,0,0.1083,0,0,0.7448,0,0,0.0442,0,5.9905,0
232,celadon gray,Iron - Celadon,Glossy - Semi,Transparent,11,11,68.2789,8.0786,2.4984,0,3.7757,2.0543,5.83,0,2.5792,12.6228,0,0,0,0,0.0151,0,0,0,0,0,0,0.0613,0,0,0,0,0,0.0356,0,0,0
234,celadon gray no gb,Iron - Celadon,Glossy - Semi,Transparent,11,11,66.2717,7.8704,4.1354,0,2.6331,3.2623,5.8954,0,2.4391,13.2551,0,0,0,0,0.019,0,0,0,0,0,0,0.0646,0,0,0,0,0,0.0493,0,0,0
235,Celadon Green T.M.,Iron - Celadon,Glossy,Transparent,10,10,70.4047,8.8337,0,0,1.588,1.6055,3.1935,0,0.1876,12.1804,5.0546,0,0,0,0,0,0,0,0,0,0,0.0852,0,0,0,0,0,0.0603,0,0,0
238,Celadon Grey-Green from Pete Pinnell,Iron - Celadon,Glossy,Transparent,9,9,70.929,8.3099,0,0,1.259,3.7788,5.0377,0,0.147,14.5519,0,0,0,0,0,0,0,0,0,0,0,0.8734,0,0,0,0,0,0.151,0,0,0
239,Celadon Korean,Iron - Celadon - Blue,Glossy,Transparent,10,10,65.8965,8.8406,0,0,2.1428,1.0043,3.1471,0,0.1246,20.345,0,0,0,0,0.4479,0,0,0,0,0,0,0.9883,0,0,0,0,0,0.2099,0,0,0
240,Celadon Leach 4321,Iron - Celadon - Green,Glossy,,10,10,71.2571,7.8594,0,0,5.0746,0,5.0746,0,0,14.1286,0,0,0,0,0,0,0,0,0,0,0,1.6804,0,0,0,0,0,0,0,0,0
241,Celadon Mather,Iron - Celadon,Glossy,,10,10,70.295,9.5322,0,0,3.546,1.6168,5.1627,0,0,12.7637,0,0,2.0431,0,0,0,0,0,0,0,0,0.0209,0.1824,0,0,0,0,0,0,0,0
242,Celadon Northern,Iron - Celadon,Glossy,Transparent,9,10,61.7642,10.2439,0,0,2.4307,1.0625,3.4932,0,3.0967,21.0952,0,0,0,0,0,0,0,0,0,0,0.1381,0.1686,0,0,0,0,0,0,0,0,0
243,Celadon oxidation Horie,Iron - Celadon,Glossy,Transparent,10,10,69.085,9.2631,0,4.5544,1.7001,0.7687,2.4688,0,1.2308,10.9832,0,2.2775,0,0,0.0205,0,0,0,0,0,0,0.0632,0,0,0,0,0,0.0534,0,0,0
245,Celadon Sanders,Iron - Celadon,Glossy,Transparent,10,10,72.8383,8.7731,0,0,1.5645,3.2979,4.8625,0,0.1674,12.8202,0,0,0,0,0,0,0,0,0.163,0,0,0.3466,0,0,0,0,0,0.0289,0,0,0
246,Val Cushing Secrest Celadon,Iron - Celadon,Glossy,,9,10,73.8228,7.7636,0,0,3.9739,1.8095,5.7834,0,0.0108,8.6592,0,0.8908,2.161,0,0.0077,0,0,0,0,0,0,0.8805,0,0,0,0,0,0.0201,0,0,0
247,Tom Coleman Iron Blue-Green Celadon,Iron - Celadon - Blue,Glossy,Transparent,9,11,81.0776,7.1994,0,0,3.6258,1.6508,5.2765,0,0.0107,0.1957,0,6.0942,0,0,0.0076,0,0,0,0,0,0,0.1184,0,0,0,0,0,0.0199,0,0,0
248,Val Cushing V.C. Celadon Lung Chuan,Iron - Celadon - Green,Glossy - Semi,Translucent,9,10,70.7982,6.5358,0,0,3.3824,1.5296,4.912,0,0.7933,15.3364,0,0,0,0,0.4221,0,0,0,0.141,0,0,0.9821,0,0,0,0,0,0.0791,0,0,0
249,Celadon Warren MacKenzie's Blue Black,Black,Glossy,,9,10,64.8889,10.1782,0,0,3.3357,0.0905,3.4262,0,0.1187,18.2077,0,0,0,0,0.0332,0,0,0,0,0,0,1.8424,1.2184,0,0,0,0,0.0863,0,0,0
250,celadon Wax blue-green,Iron - Celadon,Glossy,Transparent,10,10,68.847,9.633,0,0,1.5126,4.8179,6.3305,0,0.0944,14.173,0,0,0,0,0.0134,0,0,0,0,0,0,0.8739,0,0,0,0,0,0.0349,0,0,0
251,Celadon Yellow,Iron - Celadon - Yellow,Glossy,Transparent,10,10,68.0461,10.2899,0,0,1.9602,1.168,3.1282,0,0.4614,16.7297,0,0,0,0,0.0081,0,0,0,0,0,0,1.1259,0,0,0,0,0,0.2107,0,0,0
252,Celedon Martell Clear,Iron - Celadon,,,10,10,71.4105,9.0287,0,0,2.5723,1.1175,3.6897,0,1.9207,13.7825,0,0,0,0,0.0252,0,0,0,0,0,0,0.0774,0,0,0,0,0,0.0655,0,0,0
254,Chartreuse Andy Martin 2,Green - Chrome,,,10,10,74.9559,5.4476,1.2266,4.0349,1.102,7.3142,8.4162,0,0.1908,3.0535,0,2.2318,0,0,0,0,0,0.2163,0,0,0,0.0713,0,0,0,0,0,0.1552,0,0,0
255,Chartreuse Andy Martin's Showsaver,Green - Chrome,Glossy,Transparent,10,10,63.9535,7.3108,1.2558,0,1.2199,3.9141,5.134,0,0.4007,3.9733,17.5064,0,0,0,0.0023,0,0,0.2824,0,0,0,0.0746,0,0,0,0,0,0.1062,0,0,0
256,Chun,Iron - Celadon - Chun,Glossy,,9,10,66.9523,11.1972,0,0,11.2503,0.0754,11.3257,0,0.6572,9.0712,0,0,0,0,0.5628,0,0,0,0.1085,0,0,0.1251,0,0,0,0,0,0,0,0,0
257,Chun - Brayford,Iron - Celadon - Chun,Glossy,Translucent,9,10,71.2413,5.8785,0.2677,0,5.3246,0.0449,5.3694,0,2.81,14.0161,0,0,0,0,0.0005,0,0,0,0,0,0,0.4155,0,0,0,0,0,0.0009,0,0,0
258,Chun - Pettyjohn,Iron - Celadon - Chun,Glossy,Translucent,9,10,69.5117,7.3038,0,0,1.2866,1.4991,2.7857,0,0.0987,13.6298,0,0,0,0,0,0,0,0,0,0,0,0.463,0,0,0,0,0,6.2073,0,0,0
259,Chun Blue,Iron - Celadon - Chun,Glossy,Translucent,9,10,58.2538,8.7362,0,0,1.9569,0.8922,2.8491,0,2.7723,18.5395,0,0,0,0,0,0,0,0,0,0,0,0.62,0.832,0,0,0,0,3.8385,0,3.5586,0
261,Chun Deller,Iron - Celadon - Chun,Satin,Translucent,9,10,71.6235,5.7787,2.5286,0,3.3606,1.9324,5.293,0,4.1518,6.012,1.4522,0,1.6142,0,0.0046,0,0,0,0,0,0,0.248,0,0,0,0,0,0.0088,0,0,1.2847
262,Chun No Flint,Iron - Celadon - Chun,Glossy - Semi,Transparent,10,10,51.2899,9.6108,0,0,2.1474,4.5723,6.7197,0,0.1149,16.3155,0,0,15.7973,0,0,0,0,0,0,0,0,0.0549,0,0,0,0,0,0.0971,0,0,0
316,Clear,Clear,Glossy,,10,10,72.7929,8.2725,0,0,2.7665,1.2038,3.9704,0,0.0577,14.7711,0,0,0,0,0.0198,0,0,0,0,0,0,0.0643,0,0,0,0,0,0.0514,0,0,0
317,Clear -Coile Hooven,Clear,Glossy,,10,11,70.0591,10.0653,0,0,2.5195,2.9246,5.4441,0,0.2011,8.0435,0,0,5.9772,0,0.0064,0,0,0,0,0,0,0.0831,0,0,0,0,0,0.1201,0,0,0
318,Clear Base,Clear,,Transparent,10,10,72.3874,7.9107,0,0,1.3435,2.8791,4.2226,0,0.0527,15.3285,0,0,0,0,0.0148,0,0,0,0,0,0,0.0449,0,0,0,0,0,0.0384,0,0,0
319,Clear bob's base,Clear,Glossy,Transparent,7,8,63.1028,7.6961,2.4694,0,0.701,2.4568,3.1579,0,9.1815,12.2943,0,0,0,0,1.9437,0,0,0,0,0,0,0.0852,0,0,0,0,0,0.0692,0,0,0
320,June Perry Clear Buttery Matt #415,Clear,Matte - Semi,,10,10,71.6694,9.3469,0,0,2.6649,3.1051,5.7701,0,4.2764,8.7564,0,0,0,0,0,0,0,0,0,0,0,0.0708,0,0,0,0,0,0.1101,0,0,0
321,Clear Choy,Clear,Glossy,Transparent,9,10,78.047,7.1735,0,0,3.8953,1.7744,5.6697,0,0.0075,4.5981,0,4.448,0,0,0.0054,0,0,0,0,0,0,0.0369,0,0,0,0,0,0.0139,0,0,0
322,Peter Lane's Clear Crackle,Clear,,,9,10,72.1289,9.4069,0,0,2.682,3.1251,5.8071,0,0.2057,12.2695,0,0,0,0,0,0,0,0,0,0,0,0.0712,0,0,0,0,0,0.1108,0,0,0
323,Clear Crackle rev.,Clear,,,8,10,70.0025,10.3529,0,0,1.3475,7.1986,8.546,0,0.1033,10.9038,0,0,0,0,0,0,0,0,0,0,0,0.0358,0,0,0,0,0,0.0557,0,0,0
324,Clear Donna's,Clear,Glossy,Transparent,10,10,71.1658,9.1932,0,0,2.6458,1.2405,3.8863,0,0.0389,15.6832,0,0,0,0,0,0,0,0,0,0,0,0.0327,0,0,0,0,0,0,0,0,0
325,Clear durable,Clear,Glossy,Transparent,9,10,72.0108,8.9052,0,0,3.5716,0.0511,3.6227,0,0.0729,15.2097,0,0,0,0,0.0263,0,0,0,0,0,0,0.0842,0,0,0,0,0,0.0682,0,0,0
326,Clear Eva's,Clear,,,10,10,74.1467,7.5691,0,0,2.669,0.9613,3.6304,0,0.1432,14.181,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0.2166,0,0,0
327,Clear Georgia,Clear,,Transparent,10,10,73.5526,7.4323,0,0,4.0269,0.0921,4.119,0,0.1063,14.5169,0,0,0,0,0,0,0,0,0,0,0,0.0921,0,0,0,0,0,0.1807,0,0,0
328,Clear Gill,Clear,,Transparent,10,10,71.0326,9.2397,0,0,0,3.567,3.567,0,0,14.3931,0,0,1.7677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Clear Granatelli,Clear,Glossy,Transparent,9,9,64.0616,8.0685,1.8886,0,4.5683,0.4106,4.9789,0,2.8679,13.3133,0,0,4.5211,0,0.0034,0,0,0,0,0,0,0.1062,0,0,0,0,0,0.1904,0,0,0
330,Clear Granatelli 2,Clear,Glossy - Semi,Transparent,9,10,68.7275,6.2399,6.598,0,1.5449,3.5278,5.0727,0,0.0491,11.3518,0,1.5132,0.4318,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0.0007,0,0,0
331,Clear Granatelli 2 recalc - no frit,Clear,Glossy - Semi,Transparent,9,10,70.5491,6.7557,4.7954,0,1.2997,3.5272,4.8268,0,1.1354,9.8288,0,1.6048,0.4424,0,0.0087,0,0,0,0,0,0,0.0374,0,0,0,0,0,0.0156,0,0,0
332,Clear Haystack,Clear,Glossy,Transparent,9,10,69.2006,8.889,0,0,1.7939,1.3684,3.1622,0,0.1191,18.4201,0,0,0,0,0.0267,0,0,0,0,0,0,0.1129,0,0,0,0,0,0.0694,0,0,0
333,Clear Hensley's,Clear,Glossy,Transparent,10,10,70.7509,7.6622,3.39,0,1.5875,3.9918,5.5794,0,0.8275,9.5709,0,1.6679,0,0,0.006,0,0,0,0,0,0,0.0571,0,0,0,0,0,0.0131,0,0,0.475
334,Clear Hensley's no GB no Ba,Clear,Glossy,Transparent,10,10,70.2118,6.857,4.6931,0,0.8191,4.5055,5.3247,0,0.1078,10.7564,1.5846,0,0,0,0,0,0,0,0,0,0,0.0082,0,0,0,0,0,0,0,0,0.4565
336,Clear Meloy  revised,Clear,Glossy,Transparent,8,10,75.8735,7.8181,0,0,3.0021,1.3947,4.3969,0,0.0844,11.7004,0,0,0,0,0.0151,0,0,0,0,0,0,0.0722,0,0,0,0,0,0.0393,0,0,0
337,Clear Milky,Clear,,Translucent,11,11,77.9009,7.5696,0,0,2.3364,1.0591,3.3955,0,0.0277,10.9698,0,0,0,0,0.0198,0,0,0,0,0,0,0.0651,0,0,0,0,0,0.0515,0,0,0
338,Clear Pete Pinnell,Clear,,Transparent,10,10,73.2433,8.4998,0,0,3.5435,0.0231,3.5666,0,0.1076,14.514,0,0,0,0,0,0,0,0,0,0,0,0.0635,0,0,0,0,0,0.0052,0,0,0
339,Clear Pete's Blushing,Clear,Glossy,Transparent,8,10,71.5277,6.7274,1.3444,0,3.0265,1.5535,4.5799,0,0.3473,14.636,0,0,0,0,0.3153,0,0,0,0,0,0,0.0518,0,0,0,0,0,0.0065,0,0,0.4635
340,Clear Pinnell Hi Fire,Clear,Glossy,Transparent,8,10,73.7081,8.2351,0,0,2.333,0.9588,3.2918,0,0.1027,10.8385,3.7461,0,0,0,0,0,0,0,0,0,0,0.0727,0,0,0,0,0,0.005,0,0,0
