id,name,material_type_concatenated,surface_type,transparency_type,from_orton_cone,to_orton_cone,SiO2_percent_mol,Al2O3_percent_mol,B2O3_percent_mol,Li2O_percent_mol,K2O_percent_mol,Na2O_percent_mol,KNaO_percent_mol,BeO_percent_mol,MgO_percent_mol,CaO_percent_mol,SrO_percent_mol,BaO_percent_mol,ZnO_percent_mol,PbO_percent_mol,P2O5_percent_mol,F_percent_mol,V2O5_percent_mol,Cr2O3_percent_mol,MnO_percent_mol,MnO2_percent_mol,FeO_percent_mol,Fe2O3_percent_mol,CoO_percent_mol,NiO_percent_mol,CuO_percent_mol,Cu2O_percent_mol,CdO_percent_mol,TiO2_percent_mol,ZrO_percent_mol,ZrO2_percent_mol,SnO2_percent_mol
52284,G6BSLT04,Iron,Matte,Opaque,6,6,60.1882,13.3359,3.4509,0,1.0815,4.4772,5.5588,0,5.5097,8.6925,0.0141,0.004,0,0,0.1013,0,0,0,0,0,0,2.2824,0,0,0,0,0,0.8624,0,0,0
52288,"Bents lertøjs glasur (0,3:0,7_7.40)","White, Off-White",,Opaque,4,2,57.1789,7.7321,13.0404,2.8126,2.765,1.0829,3.8479,0,0.0654,15.273,0,0,0,0,0,0,0,0,0,0,0,0.0397,0,0,0,0,0,0.0099,0,0,0
52290,GL2-Waarschoot,Glaze,Matte,,5 &#189;,7,56.362,9.3702,5.0943,0,1.6605,5.0899,6.7504,0,0.1658,12.9533,0,5.3866,0,0,0,0,0,0,0,0,0,0.0651,0,0,0,0,0,0.0887,0,0,3.7635
52292,GL3-Waarschoot,Clear,Glossy - Semi,Transparent,5 &#189;,7,62.4327,9.2638,0,3.7925,3.6052,0.0502,3.6554,0,0.0579,11.8385,0,3.9815,4.8291,0,0,0,0,0,0,0,0,0.0502,0,0,0,0,0,0.0984,0,0,0
52295,PP glossy green,Glaze,Glossy,Semi-opaque,6,6,62.0252,7.3903,2.7553,0,0.9222,3.4866,4.4088,0,0.5273,16.8304,0.0311,0,0,0,0,0,0,0,0,0,0,0.0301,0,0,1.2734,0,0,4.7281,0,0,0
52304,"409 0,3/0,7 1:7",Glaze,,,,,64.7391,8.0933,0,8.0693,0,0,0,0,0,19.0983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52312,Æ3 Lene Hansen,Glaze,,,,,57.7717,3.1105,10.3401,0,2.6049,6.9207,9.5256,0,0.0243,7.683,0,0,0,0,0,7.3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1677
52321,fake fur blue,Glaze,Satin - Matte,Opaque,5,6,72.9441,5.5729,2.8472,0,2.2149,2.1129,4.3278,0,0.5415,13.1916,0.0321,0,0,0,0,0,0,0,0,0,0,0.0141,0.164,0.3483,0,0,0,0.0163,0,0,0
52441,Clausen Glittering Brown / cono 4,Crystalline - Micro,Matte - Semi,Opaque,4,4,59.1318,0,10.3863,0,0,5.193,5.193,0,6.7936,11.2407,0,0,0,0,0,0,0,0,0,0,0,7.2545,0,0,0,0,0,0,0,0,0
52562,Kado chrome red,Red - Pink,Glossy,Opaque,9,10,68.503,6.4033,0,2.2242,2.3853,0.8817,3.267,0,0,12.4281,0,4.0059,0,0,0,0,0,0.0473,0,0,0,0.0094,0,0,0,0,0,0.0108,0,0,3.101
52573,Rutile Blue II from John Britt's Book,Glaze,,,9,10,62.6376,7.7006,0,0,2.2405,1.0149,3.2555,0,5.9571,13.7403,0,0,0,0,0.0212,0,0,0,0,0,0,0.4104,0,0,0,0,0,6.2772,0,0,0
52602,"Borate Iron Red 6, more SiO2, more Fe2O3",Iron,,Opaque,4,4,58.4636,7.2518,7.4266,0,0.5608,3.7352,4.296,0,10.5818,6.3027,0,0,0,0,0.4218,0,0,0,0,0,0,5.0472,0,0,0,0,0,0.2086,0,0,0
52603,"Borate Iron Red 6, more SiO2, less Fe2O3",Iron,,Opaque,4,4,59.0342,7.336,7.5172,0,0.57,3.7804,4.3504,0,10.6707,6.3815,0,0,0,0,0.4376,0,0,0,0,0,0,4.0579,0,0,0,0,0,0.2144,0,0,0
52604,"Borate Iron Red 6, less SiO2, less Fe2O3",Iron,,Opaque,4,4,57.3224,7.6395,7.8503,0,0.5966,3.9432,4.5398,0,11.1161,6.6184,0,0,0,0,0.439,0,0,0,0,0,0,4.2485,0,0,0,0,0,0.226,0,0,0
52605,"Borate Iron Red 6, less SiO2, more Fe2O3",Iron,,Opaque,4,4,56.6514,7.5648,7.7614,0,0.588,3.8988,4.4868,0,11.011,6.5565,0,0,0,0,0.4469,0,0,0,0,0,0,5.3012,0,0,0,0,0,0.2202,0,0,0
52660,Virden Wrinkle,Black - Slip-Based,,Opaque,10,10,76.0771,9.1199,0,0,2.1494,2.0859,4.2353,0,1.14,0.8691,0,0,0,0,0,0,0,0,2.7759,0,0,5.2896,0,0,0,0,0,0.4931,0,0,0
52698,YCA Shiny Black,Glaze,Glossy,Opaque,9,9,64.8038,11.2019,0,0,5.5354,2.2711,7.8065,0,0.1477,13.2392,0,0,0,0,0.1187,0,0,0.8128,0,0,0,0.7996,1.0387,0,0,0,0,0.0311,0,0,0
52726,DH 3,Glaze,,,8,8,67.951,8.6477,0,0,1.9945,2.6765,4.671,0,0,7.5945,0,11.1079,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0
52885,DH 1,Glaze,,,8,8,57.4013,12.9731,3.5806,0,3.1194,2.1971,5.3165,0,8.5625,12.1431,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0
52980,Hamada Clear,Clear,Glossy,Translucent,9,11,74.6191,5.8174,0,0,3.7041,1.6888,5.3929,0,0,14.1488,0,0,0,0,0,0,0,0,0,0,0,0.0218,0,0,0,0,0,0,0,0,0
52991,DM 1,Glaze,,Transparent,6,6,66.504,6.1492,4.3563,0,6.1473,0,6.1473,0,3.7205,8.0768,0,0,5.0458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53211,Shaner Oribe,Green - Oribe,Glossy - Semi,Semi-opaque,8,11,66.1605,7.0509,0,0,2.2463,1.1426,3.3889,0,4.2732,15.7898,0,0,0,0,0.2252,0,0,0,0,0,0,0.1146,0,0,2.9572,0,0,0.0398,0,0,0
53215,Yellow Celadon,Iron - Celadon - Yellow,Glossy,Translucent,6,11,68.023,10.286,0.0331,0,1.9651,1.1864,3.1514,0,0.4606,16.7032,0,0,0,0,0.0081,0,0,0,0,0,0,1.1241,0,0,0,0,0,0.2104,0,0,0
53216,Chicago 1-33 (Blue w/ Violet Crystals),Blue - Cobalt,Glossy,Translucent,8,11,62.7006,7.4242,1.6079,1.2995,1.2758,4.9975,6.2733,0,8.047,9.8612,0,0,0,0,0,0,0,0,0,0,0,0.069,2.7175,0,0,0,0,0,0,0,0
53217,Trans yellow Gloss SG-193,Yellow,Satin - Matte,Translucent,8,11,54.9376,8.9694,0,0,0.5031,2.9052,3.4084,0,6.1709,25.5585,0,0,0,0,0.0419,0,0,0,0,0,0,0.6102,0,0,0,0,0,0.3032,0,0,0
53220,Chicago 1-33 (Green w/ Yellow Crystals),Iron - Celadon - Green,Glossy,Translucent,8,11,63.6966,7.5421,1.6334,1.3201,1.296,5.0769,6.3729,0,8.1748,10.0178,0,0,0,0,0,0,0,0,0,0,0,1.2422,0,0,0,0,0,0,0,0,0
53223,Bev's Smile,Crystalline - Micro,Matte,Opaque,9,12,60.9679,13.3767,0,0,4.5024,2.0428,6.5452,0,0.0449,15.4902,0,0,0,0,0.032,0,0,0,0,0,0,0.2508,0.6391,0,0,0,0,2.6531,0,0,0
53228,Burnt Matte,Iron,Matte,Opaque,6,7,59.5442,10.0748,2.9771,0,5.8237,0.4992,6.3229,0,0.6714,2.6753,0,7.754,0,0,0.0054,0,0,0,0,0,1.5928,2.4172,0.0944,0,0,0,0,5.8706,0,0,0
53297,Chun Celadon with Kona F4 (112919.0),Iron - Celadon - Chun,Glossy,Transparent,5 &#189;,6,67.4768,6.2508,0,0,1.3745,2.9445,4.319,0,0.1071,10.4029,0,0,10.0861,0,0,0,0,0,0,0,0,0.0499,0,0,1.2458,0,0,0.0617,0,0,0
53302,3110 Substitute Ulex/wollastonita,Glaze,,,,,69.7169,3.7066,2.6465,0,2.4597,15.6289,18.0887,0,0.2857,5.5438,0,0,0,0,0,0,0,0,0,0,0,0.0118,0,0,0,0,0,0,0,0,0
53310,3110 Substitute 804/CaCO3,Glaze,,,,,69.3513,3.6032,2.6483,0,2.2218,15.7988,18.0205,0,0.2495,6.0542,0,0,0,0,0,0,0,0,0.007,0,0,0.045,0,0,0,0,0,0.021,0,0,0
53369,Chun Wen Wang (ceramics monthly ) (skolens kalif og jern/benask justeret),Glaze,,,,,60.0447,6.9099,0,0,3.8512,2.0279,5.8791,0,4.5655,12.369,0,0.0043,0,0,3.7151,0,0,0,0,0,0,6.4996,0,0,0,0,0,0.0129,0,0,0
53413,John's Tenmoku,Iron - Tenmoku,Glossy,,5,7,67.5023,7.4975,0,0,3.0406,1.4689,4.5096,0,0.115,13.994,0,0,0,0,0.012,0,0,0,0,0,0,6.3384,0,0,0,0,0,0.0313,0,0,0
53486,Jake's Stupid Satin,"White, Off-White",Satin,Semi-opaque,4,4,58.0015,8.7451,7.795,0,0.8029,5.6261,6.429,0,0.1069,16.6332,0,0,0,0,0.012,0,0,0,0,0,0,0.0663,0,0,0,0,0,0.0313,0,0,2.1797
53534,claus domine opskrift mat,Glaze,,,,,60.1696,14.6694,0,0,0.4586,6.7107,7.1692,0,8.9522,8.9522,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.0825,0,0,0
53535,claus domine opskrift mat (rettet),Glaze,,,,,60.0297,14.6847,0,0,3.3972,4.0428,7.44,0,8.8478,8.8478,0,0,0,0,0,0,0,0,0,0,0,0.0416,0,0,0,0,0,0.1084,0,0,0
53572,Faux Celadon (Barbara’s variation with only Coppercarbonate),Green - Copper,Glossy,Translucent,7,8,61.2791,9.5383,5.2066,0,4.3633,3.0117,7.375,0,2.6799,12.1445,0,0,0,0,0.0095,0,0,0,0,0,0,0.0423,0,0,1.7078,0,0,0.017,0,0,0
53575,NR Crystal Base - Starburst Blue on Yellow Ochre,Crystalline,Satin - Matte,Opaque,6,6,54.642,2.2378,1.0113,2.4895,1.2971,6.1821,7.4792,0,1.6606,5.7507,0,0,17.9473,0,0,0,0,0,0,0,0,0.0796,1.5165,0,0,0,0,5.1856,0,0,0
53627,RGH Titanium Crystal Test 1,Glaze,,,9,11,59.1047,11.17,0,0,4.1448,1.8898,6.0347,0,0.1801,11.9153,5.497,0,0,0,0,0,0,0,0,0,0,0.1484,0,0,0,0,0,5.9498,0,0,0
53630,RGH Titanium Crystal Test 2,Glaze,,,9,11,59.78,10.8925,0.5379,0,4.2597,2.024,6.2837,0,0.1705,10.6882,4.4578,0,1.7168,0,0.0192,0,0,0,0,0,0,0.092,0,0,0,0,0,5.3614,0,0,0
53634,RGH Titanium Crystal Test 3,Glaze,,,9,10,57.9881,11.2917,0.5853,4.2891,2.3272,1.1563,3.4835,0,0.2607,12.1509,4.6603,0,0,0,0.0011,0,0,0,0,0,0,0.1061,0,0,0,0,0,5.1831,0,0,0
53718,Gus Iron/Bash (Copy),Crystalline - Micro,Satin - Matte,Opaque,5,6,47.4912,5.6537,0,0,4.7088,0.0255,4.7343,0,0.0295,15.8504,0,0,20.4788,0,1.7202,0,0,0,0,0,0,3.9918,0,0,0,0,0,0.0501,0,0,0
53721,JP RustyWash (Copy),Iron,Glossy - Semi,Semi-opaque,5,6,60.3794,7.2789,4.0529,1.9575,0.9684,2.5211,3.4895,0,4.4153,11.8737,0,0,1.7947,0,0.0027,0,0,0,0,0,0,1.8773,0,0,0,0,0,0.9397,0,0,1.9384
53805,Charcoal Satin,Black - Satin,Matte - Semi,Opaque,6,6,64.639,9.8374,4.1235,0,0.2281,2.1376,2.3656,0,0.0547,18.7376,0,0,0,0,0.0391,0,0,0,0,0,0,0.1016,0,0,0,0,0,0.1016,0,0,0
53809,Spearmint,Green - Copper,Glossy,Translucent,6,6,60.026,8.6533,4.6602,0,0.1858,1.7304,1.9162,0,0.051,18.026,0,0,0,0,0.032,0,0,0,0,0,0,0.3166,0,0,2.0189,0,0,4.2997,0,0,0
53840,Lucy Rie Flat White,Matte,Matte,Opaque,10,10,57.18,12.8464,0,0,0.0507,7.7905,7.8412,0,5.3278,12.8331,0,0,0,0,0.0254,0,0,0,0,0,0,0.066,0,0,0,0,0,0.0659,0,0,3.8141
53853,YNS-03-L4,"White, Off-White",Satin,Semi-opaque,7,6,38.2981,4.7823,29.682,0,3.006,7.242,10.2481,0,0.1361,16.8345,0,0,0,0,0,0,0,0,0,0,0,0.0178,0,0,0,0,0,0.0012,0,0,0
53882,Fake Mashiko-Oil Spot (No calcined redart),Glaze,,,,,75.1817,8.8471,0,0,2.3376,2.7851,5.1227,0,3.3657,4.2914,0,0,0,0,0.1301,0,0,0,0,0,0,2.6727,0,0,0,0,0,0.3885,0,0,0
53961,Dixon Satin,"White, Off-White",Satin - Matte,Translucent,6,7,60.5751,10.163,2.1651,0,0.9461,3.5292,4.4752,0,2.8989,19.5286,0,0,0,0,0.0296,0,0,0,0,0,0,0.0889,0,0,0,0,0,0.0756,0,0,0
53997,Krasl Orange,"Iron - Kaki, Tomato Red",Glossy - Semi,Opaque,6,6,54.6546,5.9242,3.8708,0,1.4473,3.4752,4.9225,0,9.3627,13.1084,0,0,0,0,1.882,0,0,0,0,0,1.5648,4.6789,0,0,0,0,0,0.0309,0,0,0
54031,C2 Yellow Green Crystal,Crystalline - Micro,Glossy,Opaque,10,10,62.8047,3.6045,1.1353,0,1.0198,6.6721,7.6919,0,0.0139,2.7677,0,0,18.1422,0,0.01,0,0,0,0,0,0,0.1942,0,0,0.5495,0,0,3.0861,0,0,0
54070,dolomite (maduri),Clear,Glossy,Transparent,6,6,62.9539,8.3153,0,0,5.3676,0,5.3676,0,8.1216,8.1216,2.5306,0,4.5894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54097,Martian Soil - including 4% Bentonite,Glaze,,,4,4,61.6411,5.1239,0,0,0.0906,0.2531,0.3437,0,14.2443,8.5136,0,0,0,0,0,0,0,0,0,0,0,9.41,0,0,0,0,0,0.7234,0,0,0
54119,BASIS GLASUR (neph/sy /gerstley *lav),Glaze,,,,,57.1612,8.2049,5.8178,0,3.2339,5.2547,8.4886,0,1.3498,18.8492,0,0,0,0,0.0106,0,0,0,0,0,0,0.099,0,0,0,0,0,0.0189,0,0,0
54120,BASIS GLASUR (neph/sy /gerstley *høj),Glaze,,,,,71.2712,10.146,1.6843,0,2.2029,2.8267,5.0296,0,0.3799,11.3622,0,0,0,0,0.0031,0,0,0,0,0,0,0.0371,0,0,0,0,0,0.0867,0,0,0
54121,BASIS GLASUR (neph/sy /gerstley *lav) (Barium),Glaze,,,,,57.6445,8.2712,5.6218,0,3.2514,5.2527,8.5041,0,1.3121,5.0677,0,13.4494,0,0,0.0103,0,0,0,0,0,0,0.1008,0,0,0,0,0,0.0183,0,0,0
54122,BASIS GLASUR (neph/sy /gerstley *høj) (Barium),Glaze,,,,,69.7081,10.0051,3.4303,0,2.1044,2.9523,5.0567,0,0.7737,3.0826,0,7.7963,0,0,0.0063,0,0,0,0,0,0,0.0467,0,0,0,0,0,0.0943,0,0,0
54135,"CR729 Very reddish brown, semi matt with darker spots (NEPH)",Glaze,,,,,64.7471,8.0931,0.9526,1.3814,2.2443,3.1252,5.3695,0,4.7242,9.3288,0,0,0,0,2.5355,0,0,0,0,0,0,2.8027,0,0,0,0,0,0.0651,0,0,0
54159,Bernardo Hogan Tuscany Red (Copy),Red,Matte - Dry,Opaque,3,3,40.2528,5.8105,4.8353,0,0.3231,2.4432,2.7662,0,0.1191,5.2616,0,22.1538,16.1219,0,0,0,0,0,0,0,0,0.0703,0,2.6026,0,0,0,0.0058,0,0,0
54356,4321 (Zn),Glaze,,,10,10,70.3,9.0051,0,0,1.6391,4.5551,6.1942,0,0.0873,0.2016,0,0,14.1377,0,0,0,0,0,0,0,0,0.0555,0,0,0,0,0,0.0186,0,0,0
54383,Floating Blue 3,Blue - Rutile,Glossy,Semi-opaque,5,6,61.9708,9.0904,7.652,0,0.9861,6.8801,7.8662,0,0.0807,8.5636,0,0,0,0,0.0235,0,0,0,0,0,0,0.9945,0.8083,0,0,0,0,2.95,0,0,0
54397,DH 2,Glaze,,,8,8,60.567,13.7156,0,0,3.5429,4.7543,8.2972,0,0,7.7959,0,0,9.5745,0,0,0,0,0,0,0,0,0.0498,0,0,0,0,0,0,0,0,0
54400,G 2934 Cone6 Matte Base for Frit #100,Matte,Satin - Matte,Semi-opaque,6,8,61.2465,9.4013,4.2427,0,1.7639,0.9829,2.7468,0,8.5524,13.8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54403,Low expansion test glaze for Frit #100,Clear,Glossy,Transparent,6,8,69.731,6.5039,5.0142,0,2.5823,1.7209,4.3032,0,4.9293,9.5129,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0
54432,"Inn-Transit - Dec 07, 2019",Glaze,,,,,65.8878,8.762,9.7702,0,0.6268,4.8314,5.4582,0,4.2282,5.7501,0,0,0,0,0.0232,0,0,0,0,0,0,0.0602,0,0,0,0,0,0.0602,0,0,0
54598,Apricot (Revised  with 3134),Yellow,Satin - Matte,Transparent,6,7,58.7427,8.366,0.783,4.7336,3.2218,1.9471,5.1689,0,1.8268,14.4434,0,0,0,0,0.0149,0,0,0,0,0,0,0.4045,0,0,0,0,0,5.5162,0,0,0
54620,MC6G High Calcium Semi-Matte #1,Clear,Matte - Semi,Semi-opaque,6,6,64.4151,9.5437,4.35,0,0.2044,1.6746,1.879,0,0.0582,19.5242,0,0,0,0,0.0368,0,0,0,0,0,0,0.0973,0,0,0,0,0,0.0957,0,0,0
54621,MC6G High Calcium Semi-Matte #2,Clear,Satin,Semi-opaque,6,6,64.1766,9.2517,4.9824,0,0.1987,1.85,2.0487,0,0.0545,19.2725,0,0,0,0,0.0342,0,0,0,0,0,0,0.0906,0,0,0,0,0,0.0889,0,0,0
54622,MC6G Glossy Base Glaze 1,Clear,Satin,Semi-opaque,6,6,67.7449,7.0983,4.3124,0,2.0078,2.3593,4.3671,0,5.9456,10.3766,0,0,0,0,0.0238,0,0,0,0,0,0,0.0693,0,0,0,0,0,0.0619,0,0,0
54623,MC6G Zinc Semi-Matte,Clear,Matte - Semi,Semi-opaque,6,6,71.0039,7.9079,0,0,1.1938,3.7929,4.9867,0,0.0766,7.7633,0,0,8.1712,0,0.0122,0,0,0,0,0,0,0.0466,0,0,0,0,0,0.0317,0,0,0
54626,MC6G Glossy Base 2,Clear,Glossy - Semi,Translucent,6,6,70.3689,6.771,5.7366,0,2.2478,3.0932,5.341,0,2.6594,8.9863,0,0,0,0,0.0207,0,0,0,0,0,0,0.0621,0,0,0,0,0,0.0539,0,0,0
54627,MC6G Raspberry,Glaze,,,6,6,65.1406,6.1661,3.1675,0,0.7302,3.5848,4.315,0,0.1525,17.2968,0,0,0,0,0,0,0,0.0898,0,0,0,0.0923,0,0,0,0,0,0.1845,0,0,3.395
54628,MC6G Waterfall,Glaze,,,6,6,61.979,4.7022,11.9333,0,0.1101,4.896,5.0062,0,0.103,10.6059,0,0,0,0,0,0,0,0,0,0,0,3.4518,0,0,0,0,0,2.2186,0,0,0
54629,MC6G Waxwing Brown,Iron,,,6,6,66.5171,4.0889,6.8391,0,0.1587,3.4918,3.6505,0,4.6386,7.4818,0,0,0,0,0,0,0,0,0,0,0,5.4369,0,0,0,0,0,1.3471,0,0,0
54630,MC6G White Gloss,Glaze,,,6,6,61.1595,6.0988,8.37,0,1.8728,2.2102,4.0831,0,5.2636,9.4286,0,0,0,0,0.031,0,0,0,0,0,0,0.1056,0,0,0,0,0,0.0681,0,5.3918,0
54678,DM 3,Glaze,,,6,6,52.7959,12.0701,5.9904,8.7455,0,0,0,0,0,5.9904,0,14.4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54684,Zinc Pink FF3134,Clear,Satin,,6,8,53.6033,12.3891,2.4203,0,1.2167,5.1489,6.3656,0,0.0619,12.3537,0,0,12.3288,0,0,0,0,0.4617,0,0,0,0.0155,0,0,0,0,0,0,0,0,0
54689,Chrome Caramel (FF3134),Glaze,Satin - Matte,Opaque,6,8,53.5784,10.829,1.0733,0,2.9182,4.4526,7.3708,0,0,13.9651,0,0,11.9285,0,0,0,0,0.2718,0,0,0,0.9832,0,0,0,0,0,0,0,0,0
54704,Soft touch satin 3,Glaze,Matte - Smooth,,6,6,52.7327,12.0969,0,0,4.8384,1.8384,6.6767,0,0,7.9377,0,0,20.5321,0,0,0,0,0,0,0,0,0.0238,0,0,0,0,0,0,0,0,0
54725,Home made cone 5 / Feldespato K Dp,Glaze,,,5,5,76.8657,7.683,0,0,3.0002,1.5671,4.5673,0,0.0139,10.7773,0,0,0,0,0,0,0,0,0,0,0,0.0728,0,0,0,0,0,0.0198,0,0,0
54731,Home made cone 6 / Feldespato K Dp,Glaze,,,6,6,78.8599,7.8885,0,0,2.603,1.3378,3.9408,0,0.0232,9.1709,0,0,0,0,0,0,0,0,0,0,0,0.0837,0,0,0,0,0,0.0331,0,0,0
54735,Home made cone 7 /  Feldespato K Dp,Glaze,,,7,7,80.3532,8.0361,0,0,2.3087,1.1679,3.4766,0,0.03,7.9696,0,0,0,0,0,0,0,0,0,0,0,0.0918,0,0,0,0,0,0.0428,0,0,0
54760,John Britt's Straw Ash Glaze,Iron,Satin - Matte,Opaque,5 &#189;,6,53.7952,3.1343,0.7881,4.8822,1.0849,5.9102,6.9951,0,3.6333,17.1778,0,0,0,0,2.0869,0,0,0,0,0,0,7.5072,0,0,0,0,0,0,0,0,0
54761,Home made  Cone 4 /  Feldespato K Dp,Glaze,,,4,4,72.647,9.0826,0,0,3.5465,1.8525,5.399,0,0.0165,12.7454,0,0,0,0,0,0,0,0,0,0,0,0.0861,0,0,0,0,0,0.0234,0,0,0
54762,Home made Cone 3 / Feldespato K Dp,Glaze,,,3,3,72.6859,8.1748,0,0,3.5241,1.856,5.38,0,0.0086,12.7914,0,0,0,0,0,0,0,0,0,0,0,0.947,0,0,0,0,0,0.0123,0,0,0
54763,Home made cone 8/ Feldespato K Dp,Glaze,,,8,8,81.534,8.1231,0,0,2.0743,1.0332,3.1075,0,0.0352,7.0524,0,0,0,0,0,0,0,0,0,0,0,0.0976,0,0,0,0,0,0.0502,0,0,0
54764,Pond,Yellow - Nickel,Glossy - Semi,Opaque,5,6,64.1942,7.9068,2.4747,0,0.0315,7.1438,7.1753,0,4.8683,6.7604,0,0,1.7572,0,0.0091,0,0,0,0,0,0,0.0511,0,1.665,0,0,0,3.138,0,0,0
54796,Home made cone 9/ Feldespato K Dp,Glaze,,,9,9,82.4343,8.2465,0,0,1.8752,0.9179,2.7931,0,0.04,6.3256,0,0,0,0,0,0,0,0,0,0,0,0.1035,0,0,0,0,0,0.0571,0,0,0
54798,Home made cone 10/ Feldespato K Dp,Glaze,,,10,10,83.1882,8.3229,0,0,1.7048,0.8197,2.5245,0,0.0439,5.7499,0,0,0,0,0,0,0,0,0,0,0,0.1079,0,0,0,0,0,0.0626,0,0,0
54814,Cooper Pink Icing,Red - Pink,Glossy - Semi,Semi-opaque,6,6,52.847,9.5481,4.49,0,1.9983,8.7328,10.7311,0,0.1685,17.5797,0,0,0,0,0,0,0,0.0891,0,0,0,0.055,0,0,0,0,0,0,0,0,4.4916
54931,Hamada Nuka,Ash - Nuka,,,12,14,67.8763,3.4644,0,0,2.6617,0.6554,3.3171,0,2.5316,22.0896,0,0,0,0,0.5508,0,0,0,0.0607,0,0,0.0525,0,0,0,0,0,0.0571,0,0,0
54932,JB UK Faux Nuka,Ash - Nuka,Glossy,Semi-opaque,10,12,70.4561,5.2206,0.6023,0,3.9202,0.6221,4.5423,0,1.1977,17.4662,0,0,0,0,0.3616,0,0,0,0,0,0,0.0306,0,0,0,0,0,0.1225,0,0,0
55010,Cindy's 5x Base (CC2 revised),Glaze,Glossy - Semi,Transparent,5,8,62.6688,7.9207,4.7095,0,1.8009,3.1269,4.9277,0,0.1601,19.4135,0,0,0,0,0.026,0,0,0,0,0,0,0.106,0,0,0,0,0,0.0676,0,0,0
55021,Campana Clear Glaze,Clear,,,6,6,61.5069,6.7441,4.5668,1.9333,0.048,2.2978,2.3458,0,0.0336,16.2754,0,0,6.4451,0,0.024,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.0625,0,0,0
55029,Min Base,Clear,Glossy,Translucent,9,11,61.3376,6.7816,0,0,1.0475,2.4709,3.5184,0,3.7561,24.5196,0,0,0,0,0.0126,0,0,0,0,0,0,0.0414,0,0,0,0,0,0.0328,0,0,0
55033,Folk Art Guild White (variation) half the tin + zircopax (Copy),"White, Off-White",Glossy - Semi,Opaque,5,6,56.8186,8.7111,4.6629,1.8037,1.5893,1.4471,3.0364,0,7.7794,10.8711,0,0,0,0,0.0307,0,0,0,0,0,0,0.9245,0,0,0,0,0,0.0729,0,2.3863,2.9024
55036,Olive (Copy),Glaze,,,5,6,67.2395,5.9285,5.4708,0,1.3915,4.119,5.5104,0,1.2356,6.7712,0,2.2446,2.7182,0,0.0112,0,0,0,0,0,0,1.1239,0,0,1.1333,0,0,0.6128,0,0,0
55051,Cindy's MTR 4 (Ca.26:Mg.45),Clear,Glossy,Semi-opaque,5,7,66.1648,7.2187,4.1189,0,4.0729,2.3457,6.4185,0,10.1163,5.8312,0,0,0,0,0.0136,0,0,0,0,0,0,0.0886,0,0,0,0,0,0.0293,0,0,0
55141,High Calcium Clear,Glaze,Glossy,Transparent,6,6,64.1292,8.7041,4.4361,0,0.32,1.9491,2.269,0,0.025,20.3234,0,0,0,0,0.0179,0,0,0,0,0,0,0.0489,0,0,0,0,0,0.0465,0,0,0
55252,Shari's Green,Glaze,,,5,5,59.8659,6.0854,13.8119,0,0.1685,2.3869,2.5554,0,3.1876,12.4378,0,0,0,0,0.0252,0,0,0.9574,0,0,0,0.122,0.9064,0,0,0,0,0.045,0,0,0
55253,Emerald,Glaze,,,5,5,68.5614,6.1751,5.7556,0,5.8076,0.9651,6.7727,0,1.2981,6.261,0,2.3617,0,0,0.0105,0,0,0,0,0,0,0.0876,0,0,1.7857,0,0,0.9304,0,0,0
55254,Jade Green,Glaze,,,5,5,52.1169,8.1916,2.8653,0,5.4223,0.4887,5.911,0,0.6655,2.5996,0,7.5404,9.1144,0,0.019,0,0,0,0,0,1.5518,0.2975,0,0,3.1116,0,0,6.0153,0,0,0
55255,Raspberry,Glaze,,,5,5,66.8811,7.1275,1.8992,0,0.8027,2.9843,3.7869,0,0.1532,16.3698,0,0,0,0,0,0,0,0.0924,0,0,0,0.0927,0,0,0,0,0,0.1853,0,0,3.4118
55257,Opal Blue,Glaze,,,5,5,66.6428,6.0034,5.5952,0,5.646,0.9382,6.5842,0,1.2619,6.0871,0,2.2971,2.6894,0,0.0102,0,0,0,0,0,0,0.1695,0.2228,0,0,0,0,2.4365,0,0,0
55297,Japanese Nuka,Ash - Nuka,,,12,12,62.9049,4.5424,0,0,2.3842,4.9467,7.331,0,2.4853,22.0738,0,0,0,0,0.5508,0,0,0,0.0607,0,0,0.0057,0,0,0,0,0,0.0454,0,0,0
55337,ASU Bone Ash,"White, Off-White",Matte,Opaque,10,10,50.0566,12.9901,0,0,4.8667,0.4836,5.3503,0,13.0153,17.1569,0,0,0,0,1.2235,0,0,0,0,0,0,0.1126,0,0,0,0,0,0.0947,0,0,0
